article
Mother and stepfather arrested for alleged child abuse amid search for missing Oklahoma boy - abcnews.go.com 
Strength training is crucial after menopause. How to make the most of your workouts - AP News Medical experts say strength training keeps bones and muscles healthy after menopause when estrogen loss speeds up a reduction in bone density and contributes to the gradual loss of muscle mass. Strength training also helps women maintain a healthy weight and…
"Vonn zooms to 2nd downhill victory before Milan - ESPN Lindsey Vonn won her second World Cup downhill in four races this season, raising expectations in this remarkable comeback at age 41 ahead of the Milan Cortina Olympics."
Fernando Mendoza's Hot Aunt Put America In A Trance While Indiana Humiliated Oregon - outkick.com A tradition unlike any other!
"The NIH has lost its scientific integrity. So we left - statnews.com “We can no longer lend our credibility to an organization that has lost its integrity,” write four scientists and administrators who recently resigned from the NIH."
"Trump’s plan to strong-arm insurers into lower prices is met with skepticism - Politico There are reasons to be skeptical that voluntary cuts by insurance companies could bring significant, lasting health care savings for Americans."
Trump’s Venezuelan oil rush is doomed from the start - Salon.com One industry expert said Trump's oil dreams are less about economic prudence and more about distracting the public
"Russia uses its new ballistic missile in a major attack on Ukraine and a warning to West - AP News Russia has launched a massive overnight attack on Ukraine, using hundreds of drones and dozens of missiles. Officials say at least four people have been killed. For only the second time in the nearly 4-year-old war, it used a powerful, new hypersonic missile …"
A blinding parasitic eye disease affects mostly contact lens wearers. Here’s how to avoid it - CNN Acanthamoeba keratitis is a rare but blinding parasitic eye disease. Experts share how to avoid it and treat it.
"The Sky Today on Saturday, January 10: Jupiter reaches opposition - Astronomy Magazine "
Filipino rescuers detect 'signs of life' in garbage avalanche that killed 4 and left dozens missing - abcnews.go.com A Philippine official says rescuers have detected signs of life in an avalanche of garbage that killed at least four workers and left more than 30 others missing
"Horoscope for Saturday, January 10, 2026 - Chicago Sun-Times "
"'Out of stock': What went wrong at luxury retailer Saks? - BBC Saks Global, which owns Saks Fifth Avenue and Neiman Marcus, is expected to imminently file for bankruptcy protection, leaving questions about the retailer's future."
"Judge says Trump administration can’t block child care, other program money for 5 states for now - abcnews.go.com A judge has ruled that President Donald Trump’s administration cannot block child care and other federal social service money from flowing to five states for now"
"AFI Awards Lunch: Oscar Frontrunners Celebrate 2025's Top Films, TV Shows - The Hollywood Reporter Carol Burnett toasted the honorees at an event that also paid tribute to Diane Keaton and Rob Reiner."
"South Africa's strained ties with US face new test - war games with China, Iran and Russia - BBC The naval exercises could inflame relations with Donald Trump - who is already at loggerheads with Pretoria."
"Strange cosmic objects spotted by the James Webb Space Telescope may be baby 'platypus' galaxies — or something entirely new - Space ""These nine objects are special."""
"Kendall Jenner addresses long-standing rumor about her sexuality - Yahoo When it comes to disclosing details about her romantic relationships, Jenner has famously remained tight-lipped to the public."
Ikea Smartened Up Some of Its Artsy-Fartsy Lights - Gizmodo The Swedish meatball restaurant now sells RGB donut-shaped lamps and bendy dimmable pendant lamps with smart home functionality.
"How to watch, listen and follow: Carolina vs. Los Angeles Rams in the Wild Card round - Panthers.com The Panthers game will air on FOX at 4:30 p.m. ET."
